child,parent,label
болезни дыхательных путей,болезни органов дыхания,1
заправка топливом,заправка технического устройства,1
эвенкийский язык,тунгусо-маньчжурские языки,1
эвенский язык,тунгусо-маньчжурские языки,1
нанайский язык,тунгусо-маньчжурские языки,1
продвижение товара на рынок,маркетинг,1
брендинг,маркетинг,1
профессиональная переподготовка,профессиональное обучение,1
производственное обучение,профессиональное обучение,1
лактоза,побочные продукты переработки молока,1
сыворотка молока,побочные продукты переработки молока,1
междугородная телефонная связь,дальняя телефонная связь,1
царская россия,российская федерация,1
советская россия,российская федерация,1
бухгалтерская отчетность,отчет,1
однородный,одинаковый,1
однообразный,одинаковый,1
единообразный (одинаковый),одинаковый,1
"постоянный, неизменный",одинаковый,1
"общий, единый для всех",одинаковый,1
"равноценный, равносильный",одинаковый,1
равный,одинаковый,1
"одноцветный, одного цвета",одинаковый,1
одноименный,одинаковый,1
"неграмотный, некомпетентный",низкая квалификация,1
срок кредита,срок (момент времени),1
последний срок,срок (момент времени),1
фермер,крестьянин,1
колхозник,крестьянин,1
крепостной крестьянин,крестьянин,1
выездная торговля,выездное обслуживание,1
погашение долга,"возврат имущества, средств",1
реституция,"возврат имущества, средств",1
денационализация,"возврат имущества, средств",1
автомобильный бензин,бензин,1
"поручение, порученное дело",задание,1
"упражнение, задание для упражнения",задание,1
наряд по службе,задание,1
учебное задание,задание,1
шахматный этюд,задание,1
зигзаг,ломаная линия,1
льгота,"преимущество, привилегия",1
прерогатива,"преимущество, привилегия",1
исключительное право,"преимущество, привилегия",1
повторное голосование,"повторить, сделать еще раз",1
"перевесить, взвесить заново","повторить, сделать еще раз",1
воссоздать (создать вновь),"повторить, сделать еще раз",1
перечитать заново,"повторить, сделать еще раз",1
дублировать (делать сходное),"повторить, сделать еще раз",1
"перемотать, намотать заново","повторить, сделать еще раз",1
"пересмотреть (осмотреть заново, многое)","повторить, сделать еще раз",1
"переделать, сделать заново","повторить, сделать еще раз",1
изобрести велосипед,"повторить, сделать еще раз",1
"переоценить, оценить заново","повторить, сделать еще раз",1
пересчитать заново,"повторить, сделать еще раз",1
переучить (обучить заново),"повторить, сделать еще раз",1
перепроверить,"повторить, сделать еще раз",1
зациклиться на одном и том же,"повторить, сделать еще раз",1
"пересеять, засеять повторно","повторить, сделать еще раз",1
повторная съемка,"повторить, сделать еще раз",1
"пересказать, повторить своими словами","повторить, сделать еще раз",1
переспросить,"повторить, сделать еще раз",1
твердить одно и то же,"повторить, сделать еще раз",1
поддакивать,"повторить, сделать еще раз",1
затаскать (часто повторяя сделать банальным),"повторить, сделать еще раз",1
"перепевать (повторять то, что уже сказано раньше)","повторить, сделать еще раз",1
тавтология (повторение),"повторить, сделать еще раз",1
судебное разбирательство,"рассмотреть, разобрать",1
экспертиза,"рассмотреть, разобрать",1
анализ (рассмотрение),"рассмотреть, разобрать",1
пересмотр решений,"рассмотреть, разобрать",1
"критиковать (обсуждать, разбирать с целью оценить)","рассмотреть, разобрать",1
ретроспектива,"рассмотреть, разобрать",1
"рефлексия, самоанализ","рассмотреть, разобрать",1
"вычислить (определить с помощью анализа, умозаключений)","рассмотреть, разобрать",1
разбирательство спора,"рассмотреть, разобрать",1
почтовая посылка,"посылка, посланная вещь",1
манга (комиксы),комикс,1
гоночная трасса,спортивная трасса,1
выигрышный (способствующий успеху),"удачный (положительный, хороший)",1
студия вещания,студия записи,1
съемочный павильон,студия записи,1
дружинник (доброволец),"доброволец, волонтер",1
"пересуды, толки","болтать, чесать языком",1
тараторить,"болтать, чесать языком",1
балагурить,"болтать, чесать языком",1
"пустословие, пустозвонство","болтать, чесать языком",1
полоса невезения,полоса жизни,1
правопреемник,"продолжатель, преемник, наследник",1
пуританин,"моралист, блюститель морали",1
пируэт,танцевальное па,1
балетное па,танцевальное па,1
встречная полоса,дорожная полоса,1
полоса для движения общественного транспорта,дорожная полоса,1
солнечное затмение,затмение небесного тела,1
лунное затмение,затмение небесного тела,1
сталь,продукция черной металлургии,1
чугун,продукция черной металлургии,1
прокат черных металлов,продукция черной металлургии,1
торговля наркотиками,незаконная торговля,1
торговля людьми,незаконная торговля,1
вредительство,преднамеренно вредить,1
дуплет (удар в бильярде),удар в бильярде,1
бальзамировать,пропитать (насытить),1
копчение продуктов,пропитать (насытить),1
маринование продуктов,пропитать (насытить),1
"просалить, пропитать жиром",пропитать (насытить),1
крахмаление белья,пропитать (насытить),1
бумажная салфетка,бумага хозяйственного назначения,1
туалетная бумага,бумага хозяйственного назначения,1
антиконституционная деятельность,нарушение конституции,1
прядильное производство,прядение,1
русло реки,русло потока,1
марсианин (житель марса),"инопланетянин, житель другой планеты",1
"гуманоид, человекоподобный инопланетянин","инопланетянин, житель другой планеты",1
подшивание края,обшить по краю,1
кантовать (обшить),обшить по краю,1
опушить мехом,обшить по краю,1
дизельное топливо,светлые нефтепродукты,1
бензин,светлые нефтепродукты,1
керосин,светлые нефтепродукты,1
ослепительно яркий,яркий по свету,1
"светлый, хорошо освещенный",яркий по свету,1
фарси,иранские языки,1
таджикский язык,иранские языки,1
осетинский язык,иранские языки,1
кайзер,император,1
оскомина,вяжущий вкус,1
обмахнуть (обдать),"овеять, обдуть",1
цензура,надзорная деятельность,1
государственный надзор,надзорная деятельность,1
рыбоохрана,надзорная деятельность,1
строительный надзор,надзорная деятельность,1
санитарный надзор,надзорная деятельность,1
пожарный надзор,надзорная деятельность,1
инъекция лекарства,впрыснуть,1
вибрация,дрожать (колебаться),1
"трепетать (колебаться, дрожать)",дрожать (колебаться),1
"содрогнуться, сотрястись",дрожать (колебаться),1
вздрогнуть (внезапно задрожать),дрожать (колебаться),1
дрожь в теле,дрожать (колебаться),1
трудовой коллектив,коллектив,1
спортивная команда,коллектив,1
преступное формирование,коллектив,1
учебная группа,коллектив,1
делегация,коллектив,1
творческий коллектив,коллектив,1
хореографический коллектив,коллектив,1
внутрипартийная фракция,коллектив,1
депутатское объединение,коллектив,1
коммуна (коллектив),коллектив,1
гражданский иск в уголовном деле,судебный иск,1
побег из-под стражи,преступление против правосудия,1
дача заведомо ложных показаний,преступление против правосудия,1
укрывательство,преступление против правосудия,1
неправосудное решение,преступление против правосудия,1
свежий (новый),новый по времени появления,1
"передовой, прогрессивный",новый по времени появления,1
новоявленный,новый по времени появления,1
"открутить (крутя, отделить)",крутить (вертеть кругообразно),1
раскрутить (придать сильное вращательное движение),крутить (вертеть кругообразно),1
чернобыльская катастрофа,авария ядерного реактора,1
хадж,паломничество,1
"пищать, говорить пискляво","произнести, выговорить, проговорить",1
"кричать, говорить громко","произнести, выговорить, проговорить",1
шептать,"произнести, выговорить, проговорить",1
"ахать, воскликнуть ах","произнести, выговорить, проговорить",1
охать (воскликнуть),"произнести, выговорить, проговорить",1
лепетать,"произнести, выговорить, проговорить",1
читать (исполнять),"произнести, выговорить, проговорить",1
петь (исполнять),"произнести, выговорить, проговорить",1
"молиться, произносить молитву","произнести, выговорить, проговорить",1
диктовать (медленно произносить),"произнести, выговорить, проговорить",1
подсказать (напомнить),"произнести, выговорить, проговорить",1
"проповедовать, произносить проповедь","произнести, выговорить, проговорить",1
выступить с речью,"произнести, выговорить, проговорить",1
подшутить,"произнести, выговорить, проговорить",1
балагурить,"произнести, выговорить, проговорить",1
"дурачиться, валять дурака","произнести, выговорить, проговорить",1
шутовство,"произнести, выговорить, проговорить",1
разглагольствовать,"произнести, выговорить, проговорить",1
причитать (приговаривать),"произнести, выговорить, проговорить",1
переврать,"произнести, выговорить, проговорить",1
назвать (произнести),"произнести, выговорить, проговорить",1
выболтать,"произнести, выговорить, проговорить",1
"болтать, чесать языком","произнести, выговорить, проговорить",1
брюзжать,"произнести, выговорить, проговорить",1
тараторить,"произнести, выговорить, проговорить",1
скандировать,"произнести, выговорить, проговорить",1
"ругаться, выругаться","произнести, выговорить, проговорить",1
"вещать (предсказывать, говорить торж.тоном)","произнести, выговорить, проговорить",1
твердить одно и то же,"произнести, выговорить, проговорить",1
хамское поведение,"произнести, выговорить, проговорить",1
вывести (стараться),"произнести, выговорить, проговорить",1
"ехидничать, язвить","произнести, выговорить, проговорить",1
гуканье младенца,"произнести, выговорить, проговорить",1
злословить,"произнести, выговорить, проговорить",1
жонглирование словами,"произнести, выговорить, проговорить",1
неразборчивая речь,"произнести, выговорить, проговорить",1
"ставить ударение, акцентировать","произнести, выговорить, проговорить",1
чтение вслух,"произнести, выговорить, проговорить",1
упереться (опереться),"опереть, использовать опору",1
всосаться (впиться),"опереть, использовать опору",1
"налечь, навалиться","опереть, использовать опору",1
невосполнимый,"безвозвратный, невозвратимый",1
упоение,наслаждение,1
оргазм,наслаждение,1
гигантский слалом (сноубординг),сноубординг,1
параллельный слалом (сноубординг),сноубординг,1
хаф-пайп (сноубординг),сноубординг,1
"кумовство, протекционизм",протекция,1
"пологий, отлогий, покатый",наклонное расположение,1
"крутой (отвесный, обрывистый)",наклонное расположение,1
крен транспортного средства,наклонное расположение,1
чемпион мира,чемпион (спортсмен),1
растолкать спящего,будить (заставлять проснуться),1
бледность лица,бледный по окраске,1
оттолкнуть поведением,"отдалить, вызвать отчуждение",1
разобщить друг от друга,"отдалить, вызвать отчуждение",1
"каскад событий, явлений","смениться, уступить место",1
круговорот событий,"смениться, уступить место",1
перерасти (превратиться),"смениться, уступить место",1
парус,движитель,1
винт (движитель),движитель,1
гусеничная лента,движитель,1
оранжерея,тепличное хозяйство,1
парник,тепличное хозяйство,1
город,муниципальное образование,1
административно-территориальный район,муниципальное образование,1
сельский населенный пункт,муниципальное образование,1
внутригородской район,муниципальное образование,1
наволочка,чехол (покрышка),1
кожух устройства,чехол (покрышка),1
шина колеса,чехол (покрышка),1
авиаконструктор,инженер-конструктор,1
"осмотреть, обследовать","осмотреть, оглядеть",1
рассмотреть (осмотреть),"осмотреть, оглядеть",1
"пересмотреть (осмотреть заново, многое)","осмотреть, оглядеть",1
день памяти,памятная дата,1
годовщина (календарная дата),памятная дата,1
экзарх,архиепископ,1
печатать (воспроизводить),"размножить (увеличить в числе, количестве)",1
тиражировать (размножать в большом количестве),"размножить (увеличить в числе, количестве)",1
"киснуть, прокиснуть",брожение (биологический процесс),1
аккомпанировать,музыкальное сопровождение,1
саундтрек,музыкальное сопровождение,1
проекция на экран,проекция на плоскость,1
видоискатель,искатель  (деталь устройства),1
визир (прибор),искатель  (деталь устройства),1
подъемный элеватор,конвейер,1
производственный конвейер,конвейер,1
кооперативное предприятие,кооперативная собственность,1
садово-огородническое товарищество,кооперативная собственность,1
повышение в должности,"возвысить, повысить в статусе",1
прославить,"возвысить, повысить в статусе",1
государство,публично-правовое образование,1
субъект российской федерации,публично-правовое образование,1
муниципальное образование,публично-правовое образование,1
букварь,учебник,1
пропись (образец письма),учебник,1
старший лейтенант,младший офицерский состав,1
младший лейтенант,младший офицерский состав,1
капитан (офицер),младший офицерский состав,1
лейтенант,младший офицерский состав,1
киногерой,главный герой,1
распутица на дорогах,бездорожье,1
"ухабистый, с ухабами",бездорожье,1
декорировать,"оформить (придать вид, форму)",1
сценография,"оформить (придать вид, форму)",1
патентование изобретения,"оформить (придать вид, форму)",1
академическая гребля,спортивная гребля,1
гребля на байдарках и каноэ,спортивная гребля,1
авантюра,предприятие (вид деятельности),1
проект (комплекс взаимосвязанных работ),предприятие (вид деятельности),1
боевой корабль,военный корабль,1
военный катер,военный корабль,1
мода,веяние времени,1
амурская область,область рф,1
астраханская область,область рф,1
белгородская область,область рф,1
брянская область,область рф,1
вологодская область,область рф,1
воронежская область,область рф,1
ивановская область,область рф,1
иркутская область,область рф,1
калининградская область,область рф,1
калужская область,область рф,1
кемеровская область,область рф,1
кировская область,область рф,1
костромская область,область рф,1
курганская область,область рф,1
курская область,область рф,1
ленинградская область,область рф,1
липецкая область,область рф,1
магаданская область,область рф,1
московская область,область рф,1
мурманская область,область рф,1
новосибирская область,область рф,1
омская область,область рф,1
оренбургская область,область рф,1
пензенская область,область рф,1
псковская область,область рф,1
орловская область,область рф,1
саратовская область,область рф,1
владимирская область,область рф,1
новгородская область,область рф,1
волгоградская область,область рф,1
архангельская область,область рф,1
свердловская область,область рф,1
ростовская область,область рф,1
рязанская область,область рф,1
самарская область,область рф,1
смоленская область,область рф,1
тамбовская область,область рф,1
тверская область,область рф,1
томская область,область рф,1
тульская область,область рф,1
тюменская область,область рф,1
ульяновская область,область рф,1
челябинская область,область рф,1
читинская область,область рф,1
ярославская область,область рф,1
область поволжья,область рф,1
сахалинская область,область рф,1
сельскохозяйственная продуктивность,сельскохозяйственный показатель,1
поголовье скота,сельскохозяйственный показатель,1
урожай,сельскохозяйственный показатель,1
надой молока,сельскохозяйственный показатель,1
духовка,"шкаф, шкафное оборудование",1
вытяжной шкаф,"шкаф, шкафное оборудование",1
травник (лечебник),лечебник,1
пустыня,засушливый район,1
выписать (написать или нарисовать тщательно),вырисовать,1
плавление вещества,изменение агрегатного состояния,1
"таяние снега, льда",изменение агрегатного состояния,1
испарение жидкости,изменение агрегатного состояния,1
конденсация газа,изменение агрегатного состояния,1
"замерзнуть, превращаться в лед",изменение агрегатного состояния,1
"возгонка, сублимация",изменение агрегатного состояния,1
кристаллизация,изменение агрегатного состояния,1
сжижение газа,изменение агрегатного состояния,1
"загородить (закрыть, заслонить)","преградить, мешать движению",1
перегородить,"преградить, мешать движению",1
закупорка кровеносных сосудов,"преградить, мешать движению",1
блокировать движение,"преградить, мешать движению",1
облицовочная плитка,облицовочные изделия,1
капитал,"имущество, собственность",1
недвижимое имущество,"имущество, собственность",1
собственность предприятия,"имущество, собственность",1
индивидуальная собственность,"имущество, собственность",1
движимая собственность,"имущество, собственность",1
военное имущество,"имущество, собственность",1
общая собственность,"имущество, собственность",1
активы предприятия,"имущество, собственность",1
акционерная собственность,"имущество, собственность",1
приданое,"имущество, собственность",1
нематериальная собственность,"имущество, собственность",1
"богатство, состояние","имущество, собственность",1
похищенное имущество,"имущество, собственность",1
бесхозяйное имущество,"имущество, собственность",1
публичная собственность,"имущество, собственность",1
добровольная ликвидация,"ликвидация, прекращение деятельности",1
принудительная ликвидация,"ликвидация, прекращение деятельности",1
мученик,"страдалец, страдалица",1
сталелитейный завод,предприятие черной металлургии,1
чугунолитейный завод,предприятие черной металлургии,1
энергетика (сфера деятельности),"отрасль, производящая товары",1
промышленность,"отрасль, производящая товары",1
сельское хозяйство,"отрасль, производящая товары",1
строительство (отрасль),"отрасль, производящая товары",1
агропромышленный комплекс,"отрасль, производящая товары",1
бирюзовый цвет,голубой цвет,1
опаловый цвет,голубой цвет,1
небесный цвет,голубой цвет,1
рождаемость,медицинская статистика,1
смертность населения,медицинская статистика,1
заболеваемость,медицинская статистика,1
ворожить (гадать),"колдовство, колдовские чары",1
"околдовать, заколдовать","колдовство, колдовские чары",1
белая магия,"колдовство, колдовские чары",1
черная магия,"колдовство, колдовские чары",1
свобода совести,свобода личности,1
мелодичный,благозвучный,1
"чинный (отвеч. строгим пр-лам поведения, степенн., пристойн.",пристойный,1
железнодорожный билет,билет на проезд,1
льготный билет,билет на проезд,1
лимфоцит,лейкоцит,1
эксперт,знаток,1
эрудит,знаток,1
полиглот,знаток,1
ценитель (знаток),знаток,1
законник (знаток законов),знаток,1
сердцевед (знаток человеческой души),знаток,1
стратег (человек),знаток,1
тактик (специалист),знаток,1
суд,государственный орган,1
таможня,государственный орган,1
надзорный орган,государственный орган,1
казначейство,государственный орган,1
правоохранительные органы,государственный орган,1
орган государственной власти,государственный орган,1
статистическая служба,государственный орган,1
орган финансового контроля,государственный орган,1
органы при президенте,государственный орган,1
палата парламента,государственный орган,1
государственная инспекция,государственный орган,1
государственный совет российской федерации,государственный орган,1
лесхоз,государственный орган,1
налоговая служба,государственный орган,1
силовая служба,государственный орган,1
экономическая статистика,статистический учет,1
медицинская статистика,статистический учет,1
демографическая статистика,статистический учет,1
социальная статистика,статистический учет,1
клещ,амбарный вредитель,1
потертый (сильно поношенный),"поношенный, ношеный",1
"рваный, драный","поношенный, ношеный",1
троллинг,сетевое общение,1
"спектакль (наблюдаемое происшествие, сцена)",сцена (происшествие),1
"оторвать, оборвать",отделить часть от целого,1
"отлить, вылить часть",отделить часть от целого,1
"отпилить, спилить",отделить часть от целого,1
отрезать (отделить),отделить часть от целого,1
отрубить (отделить),отделить часть от целого,1
выключить (прекратить),отделить часть от целого,1
"снять (отделить, достать)",отделить часть от целого,1
"разнять (разъединить, отделить)",отделить часть от целого,1
очистка от примесей,отделить часть от целого,1
отгородить,отделить часть от целого,1
отслоить,отделить часть от целого,1
изолировать от других,отделить часть от целого,1
отвесить (отделить),отделить часть от целого,1
отбить кусок,отделить часть от целого,1
отселить,отделить часть от целого,1
распороть швы,отделить часть от целого,1
отцепить,отделить часть от целого,1
отбавить,отделить часть от целого,1
отсеять (просеиванием отделить),отделить часть от целого,1
выделить (предоставить),отделить часть от целого,1
сорвать висящее,отделить часть от целого,1
отломить (отделить),отделить часть от целого,1
шелушить,отделить часть от целого,1
отмотать (отделить),отделить часть от целого,1
отсадить растение,отделить часть от целого,1
выгородить место,отделить часть от целого,1
отмерить (отделить),отделить часть от целого,1
индивидуализировать (выделить по особым признакам),отделить часть от целого,1
откусить (отделить кусая),отделить часть от целого,1
"обособить (отделить, выделить)",отделить часть от целого,1
отсчитать (отделить),отделить часть от целого,1
"открутить (крутя, отделить)",отделить часть от целого,1
отключить от сети,отделить часть от целого,1
очистить верхний слой,отделить часть от целого,1
сепарация смеси,отделить часть от целого,1
ольхон,остров,1
котлин,остров,1
карагинский,остров,1
кижи,остров,1
вайгач,остров,1
диксон,остров,1
валаам,остров,1
русский (ост. архипелага норденшельда),остров,1
сахалин,остров,1
русский (ост. залива петра великого),остров,1
керкира,остров,1
реюньон,остров,1
ситра (ост. бахрейна),остров,1
"куба, остров",остров,1
"гаити, остров",остров,1
ямайка (остров),остров,1
молл,остров,1
джура,остров,1
крит,остров,1
родос,остров,1
гренландия,остров,1
калимантан,остров,1
ванкувер /остров/,остров,1
саутгемптон (ост. канады),остров,1
тенерифе,остров,1
хайнань,остров,1
аруба,остров,1
тобаго,остров,1
барбуда,остров,1
"гренада, остров",остров,1
доминика (остров),остров,1
тринидад,остров,1
"гваделупа, остров",остров,1
"мальта, остров",остров,1
мармара,остров,1
гернси,остров,1
науру,остров,1
таити,остров,1
тасмания,остров,1
"кипр, остров",остров,1
эльба (остров),остров,1
корсика,остров,1
менорка,остров,1
сицилия (остров),остров,1
сардиния (остров),остров,1
минданао,остров,1
самос,остров,1
кюсю,остров,1
хонсю,остров,1
окинава,остров,1
хоккайдо,остров,1
"маврикий, остров",остров,1
нью-провиденс,остров,1
атолл,остров,1
новая гвинея,остров,1
шхеры,остров,1
острова индонезии,остров,1
остров индийского океана,остров,1
остров атлантического океана,остров,1
остров тихого океана,остров,1
пуэрто-рико (ост. больших антильских островов),остров,1
оаху,остров,1
васильевский остров,остров,1
мальорка,остров,1
барбадос (остров),остров,1
дублет (второй экзеmпляр),экземпляр (отдельный предмет из ряда подобных),1
дубликат документа,экземпляр (отдельный предмет из ряда подобных),1
"образец изделия, материала",экземпляр (отдельный предмет из ряда подобных),1
представитель (экземпляр),экземпляр (отдельный предмет из ряда подобных),1
"подлинник, оригинал",экземпляр (отдельный предмет из ряда подобных),1
банковская комиссия,комиссионное вознаграждение,1
школьная нянечка,уборщица,1
литературный сентиментализм,литературный стиль,1
"отклониться, сместиться в сторону",сдвинуться с места,1
этническая чистка,преступление против мира и безопасности человечества,1
наемничество,преступление против мира и безопасности человечества,1
юридическое образование,гуманитарное образование,1
чуткий (отзывчивый),отзывчивый,1
небесное тело,космический объект,1
солнечная система,космический объект,1
черная дыра,космический объект,1
созвездие,космический объект,1
скопление звезд,космический объект,1
квазар,космический объект,1
"нота, тон речи",интонация (манера произношения),1
имущественный спор,гражданский спор,1
"перебранка, громкая ссора",препирательство,1
профилактическая прививка,эпидемиологическая деятельность,1
дератизация,эпидемиологическая деятельность,1
"сдаться, прекратить сопротивление",проиграть (потерпеть неудачу),1
стареть (распространяться на старых),"охватить (включить, ввести в круг)",1
органичный (присущий),"свойственный, присущий",1
"поношенный, ношеный",изношенный,1
потертый (сильно поношенный),изношенный,1
"сработанный (износившийся от работы, стершийся)",изношенный,1
отбывание наказания,отбыть (пробыть срок для исполнения),1
предсмертная записка,записка (письмо),1
"развалить, привести в упадок","подорвать, расшатать",1
дискредитировать,"подорвать, расшатать",1
сепсис,заразиться (заболеть),1
ватага (шумная толпа),толпа людей,1
старец (монах),духовный учитель,1
администрация завода,администрация предприятия,1
телевизионный сериал,телефильм,1
экономическое регулирование,"регулировать, упорядочивать",1
регулирование дорожного движения,"регулировать, упорядочивать",1
систематизировать,"регулировать, упорядочивать",1
регламент деятельности,"регулировать, упорядочивать",1
уладить проблему,"регулировать, упорядочивать",1
регламентировать (подчинить регламенту),"регулировать, упорядочивать",1
"унификация, приведение к единообразию","регулировать, упорядочивать",1
"обустроить (устроить, наладить)","регулировать, упорядочивать",1
государственное регулирование,"регулировать, упорядочивать",1
"ускориться, набрать скорость",набрать (достигнуть),1
вразумительный,"понятный, доступный пониманию",1
"очевидный, бесспорный","понятный, доступный пониманию",1
"понятный (справедливый, обоснованный)","понятный, доступный пониманию",1
"отчетливый (ясный, вполне понятный)","понятный, доступный пониманию",1
"общедоступный (понятный, простой)","понятный, доступный пониманию",1
